section_month,section_year,ap_type,number,date,status,source,payee,description,amount,voided
4,2025,check,92736,04/03/2025,Open,Accounts Payable,VELOCITY,LOCK AND KEY KEYS - CUSTODIAL CLOSET,51.27,N
4,2025,check,92737,04/03/2025,Open,Accounts Payable,"4LEAF, INC.",FIRE PLAN REVIEW FEB 2025,960.00,N
4,2025,check,92738,04/03/2025,Open,Accounts Payable,ADAMS SAFETY,TRAINING STAFF CPR TRAINING 3/15/2025,1000.00,N
4,2025,check,92739,04/03/2025,Open,Accounts Payable,ALAMEDA COUNTY FIRE DEPARTMENT,KFD8 REPAIRS,6106.28,N
4,2025,check,92740,04/03/2025,Open,Accounts Payable,AVILA PROJECT MANAGEMENT,2025 ACCESS MODIFICATION JAN 2025,29109.00,N
4,2025,check,92741,04/03/2025,Open,Accounts Payable,"BERTRAND, FOX","ELLIOT, OSMAN & WENZEL LLP CITY OF EL CERRITO (GENERAL)",13552.50,N
4,2025,check,92742,04/03/2025,Open,Accounts Payable,CITY OF LAFAYETTE,MAYORS CONFERENCE/ DINNER FOR COUNCILMEMBERS,140.00,N
4,2025,check,92743,04/03/2025,Open,Accounts Payable,"CIVICPLUS, LLC",ANNUAL FEE FOR WEBSITE HOSTING SUPPORT & STORAGE,10404.61,N
4,2025,check,92744,04/03/2025,Open,Accounts Payable,EHSD-CC SENIOR NUTRITION CAFE COSTA SENIOR LUNCH,PROGRAM CONTRIBUTION REIMB FEB 2025,726.55,N
4,2025,check,92745,04/03/2025,Open,Accounts Payable,ERGONOMIC SEATING & PRODUCTS INC.,ERGO CHAIR,1199.68,N
4,2025,check,92746,04/03/2025,Open,Accounts Payable,FIRE INFORMATION SUPPORT SVCS TECH SERVICES,OCT-FEB 2025,2250.00,N
4,2025,check,92747,04/03/2025,Open,Accounts Payable,"GARDA CL WEST, INC.",ARMORED TRANSPORT SVC - APR25,294.30,N
4,2025,check,92748,04/03/2025,Open,Accounts Payable,HILLYARD CITYWIDE CUSTODIAL,SUPPLIES,56.81,N
4,2025,check,92749,04/03/2025,Open,Accounts Payable,J & O'S COMMERCIAL TIRE CENTER,ALIGNMENT VEHICLE,254.34,N
4,2025,check,92750,04/03/2025,Open,Accounts Payable,KEL-AIRE SERVICE,CALL,340.00,N
4,2025,check,92751,04/03/2025,Open,Accounts Payable,"KENNEDY, GREG, C",EMS REVIEW FEB 2025,2000.00,N
4,2025,check,92752,04/03/2025,Open,Accounts Payable,"KINSEY, KATHRYNE ANN",BRIDGE FEB 2025,345.00,N
4,2025,check,92753,04/03/2025,Open,Accounts Payable,MACK5 EL CERRITO CHURCH FACILITY,DEC 2024,2094.00,N
4,2025,check,92754,04/03/2025,Open,Accounts Payable,"MELBY, RACHEL ART",& CULTURE COMMISSION MINI GRANT,1500.00,N
4,2025,check,92755,04/03/2025,Open,Accounts Payable,PASTIME HARDWARE STATION,SUPPLIES,8.81,N
4,2025,check,92756,04/03/2025,Open,Accounts Payable,"QUINTO, GABRIEL",REQUEST FOR PAYMENT - CONFERENCE/TECHNICAL MEETING,98.02,N
4,2025,check,92757,04/03/2025,Open,Accounts Payable,"RECORDS CONTROL SERVICES, INC. RECORDS MANAGEMENT",NEEDS ASSESSMENT,2949.39,N
4,2025,check,92758,04/03/2025,Open,Accounts Payable,"RUIZ, JOE",X-FIT YOUTH AND ADULT CLASSES,732.21,N
4,2025,check,92759,04/03/2025,Open,Accounts Payable,"SHABABO, TRACEY",ELISE SEWING + HASEP/MASEP FEB-MAR 2025,3393.60,N
4,2025,check,92760,04/03/2025,Open,Accounts Payable,ZOOM VIDEO COMMUNICATIONS,INC. CITY COUNCIL MEETING (TRANSPARANCY) SERVICES,3589.93,N
4,2025,check,92761,04/03/2025,Open,Accounts Payable,"GHILOTTI BROS, INC",DEL NORTE TOD COMPLETE STREETS IMPROVEMENT,10000.00,N
4,2025,check,92762,04/03/2025,Open,Accounts Payable,"WADE, THOMAS",REIMB. FOR TRANSPORTATION CHARGES,189.06,N
4,2025,check,92763,04/03/2025,Open,Accounts Payable,"WRIGHT, CLAUDIA",MILEAGE REIMBURSEMENT,63.42,N
4,2025,check,92764,04/03/2025,Open,Accounts Payable,"WYSINGER, CAROLYN",ATTENDING NCL CONGRESSIONAL SUMMIT WASHINGTON DC,443.43,N
4,2025,check,92765,04/03/2025,Open,Accounts Payable,"KAPLAN, JESSICA",REAL PROPERTY TAX REBATE FOR 6920 EUREKA AVE,3000.00,N
4,2025,check,92766,04/03/2025,Open,Accounts Payable,"BECKER, HENRY",REQUIRED CERTIFICATE TRAINING COURSE CSROT0094,850.00,N
4,2025,check,92767,04/03/2025,Open,Accounts Payable,"DRISCOLL, DOMINIC",REQUIRED CERTIFICATE TRAINING COURSE,850.00,N
4,2025,check,92768,04/03/2025,Open,Accounts Payable,AT&T RELEASE OF BONDS - MAR,2025 PART 2,1730.00,N
4,2025,check,92769,04/03/2025,Open,Accounts Payable,"BESS TESTLAB, INC.",RELEASE OF BONDS - MAR 2025 PART 2,10176.00,N
4,2025,check,92770,04/03/2025,Open,Accounts Payable,CABLECOM RELEASE OF BONDS - MAR,2025 PART 2,5730.00,N
4,2025,check,92771,04/03/2025,Open,Accounts Payable,CHALLENGE ROOTER RELEASE OF BONDS - MAR,2025 PART 2,1871.00,N
4,2025,check,92772,04/03/2025,Open,Accounts Payable,EVEREST PLUMBING & DRAIN RELEASE OF BONDS - MAR,2025 PART 2,1871.00,N
4,2025,check,92773,04/03/2025,Open,Accounts Payable,PG&E RELEASE OF BONDS - MAR,2025 PART 2,4285.00,N
4,2025,check,92774,04/03/2025,Open,Accounts Payable,ERWYN'S PLUMBING RELEASE OF BONDS - MAR,2025 PART 2,1871.00,N
4,2025,check,92775,04/03/2025,Open,Accounts Payable,"S & A PACIFIC CONSTRUCTION, LUKAS VERA RELEASE OF BONDS - MAR",2025 PART 2,823.00,N
4,2025,check,92776,04/03/2025,Open,Accounts Payable,TRENCHFREE INC,RELEASE OF BONDS - MAR 2025 PART 2,823.00,N
4,2025,check,92777,04/10/2025,Open,Accounts Payable,"24 HOUR FITNESS USA, LLC",GYM MEMEBERSHIP,323.91,N
4,2025,check,92779,04/10/2025,Open,Accounts Payable,"AMAZON CAPITAL SERVICES, INC. STATION",SUPPLIES,719.24,N
4,2025,check,92780,04/10/2025,Open,Accounts Payable,ARMOUR PETROLEUM SERVICE & EQUIPMENT CORP,UST VISUAL INSPECTION ON 3/20/25,225.00,N
4,2025,check,92781,04/10/2025,Open,Accounts Payable,AVILA PROJECT MANAGEMENT,2023 MISC STORM DRIAN REPAIRS,2257.50,N
4,2025,check,92782,04/10/2025,Open,Accounts Payable,"BADGE FRAME, INC.",ORGANIZATION CHART,98.00,N
4,2025,check,92783,04/10/2025,Open,Accounts Payable,BEST,EQUIPMENT FIRE EXTINGUISHER SERVICE,519.90,N
4,2025,check,92784,04/10/2025,Open,Accounts Payable,BLAISDELL'S,BUSINESS PRODUCTS STAPLES,128.33,N
4,2025,check,92785,04/10/2025,Open,Accounts Payable,BLUECOSMO,FD SATELLITE PHONES 03/01-03/31/25,133.90,N
4,2025,check,92786,04/10/2025,Open,Accounts Payable,"BROSAS, DONOVAN PER",DIEM - SLI MAR 27-MAR 29 2025,150.00,N
4,2025,check,92787,04/10/2025,Open,Accounts Payable,CA,POLICE CHIEFS ASSOCIATION WLLE REGISTRATION,1725.00,N
4,2025,check,92788,04/10/2025,Open,Accounts Payable,CALIFORNIA PUBLIC POLICY GROUP INC.,GRANT WRITING & LEGISLATIVE ADVOCACY MAR 2025,6500.00,N
4,2025,check,92789,04/10/2025,Open,Accounts Payable,"CALIFORNIA ROOFING CO., INC. FIRE STATION #52 WATER",TEST/RESEAL PIPE BOOTS/ CORNERS & LABOR,640.00,N
4,2025,check,92790,04/10/2025,Open,Accounts Payable,"CANN, COLETTE",OPEN CERAMICS FRI MAR 2025,240.00,N
4,2025,check,92791,04/10/2025,Open,Accounts Payable,CINTAS CORPORATION #054 UNIFORMS,UNIFORM ITEMS FOR LAMBERTO,523.64,N
4,2025,check,92792,04/10/2025,Open,Accounts Payable,CITY OF RICHMOND CAD,FEES,141210.84,N
4,2025,check,92793,04/10/2025,Open,Accounts Payable,CONCENTRA,MEDICAL CENTERS PRE EMPLOYMENT MED EXAM,1197.00,N
4,2025,check,92794,04/10/2025,Open,Accounts Payable,CPS,HR CONSULTING RECRUITING,2535.61,N
4,2025,check,92795,04/10/2025,Open,Accounts Payable,"DON'S TIRE SERVICE, INC.",R&R TIRE + ALIENMENT INSPECTION,495.65,N
4,2025,check,92796,04/10/2025,Open,Accounts Payable,DUNNIGAN,PSYCHOLOGICAL & THREAT ASSESSMENTS PSYCH EXAM,1875.00,N
4,2025,check,92797,04/10/2025,Open,Accounts Payable,FEHR,& PEERS EC PLAZA MOBILITY FRAMEWORK,27163.13,N
4,2025,check,92798,04/10/2025,Open,Accounts Payable,"FLEET MANAGEMENTHOLDINGS, LLC","RECYCLING TRUCK R1: HYDRAULIC SYSTEMS: CONTROL VALVE, CYLINDER",3582.66,N
4,2025,check,92799,04/10/2025,Open,Accounts Payable,"FOLGERGRAPHICS, INC.",SPRING NEWS & VIEWS PRINT NEWSLETTER,5891.35,N
4,2025,check,92800,04/10/2025,Open,Accounts Payable,"FUJIWARA, PATTY",OPEN CERAMIC MON EVENING + INTRO THROW,1256.00,N
4,2025,check,92801,04/10/2025,Open,Accounts Payable,"GABRIEL, BARBARA",A. ADULT BALLET MAR 2025,600.00,N
4,2025,check,92802,04/10/2025,Open,Accounts Payable,GRAHAM,POLYGRAPH POLYGRAPHS,350.00,N
4,2025,check,92803,04/10/2025,Open,Accounts Payable,GRAND,PRIX CAR WASH CAR WASH,37.98,N
4,2025,check,92804,04/10/2025,Open,Accounts Payable,HILLTOP FORD KIA,CAR#1 STEERING WHEEL,347.08,N
4,2025,check,92805,04/10/2025,Open,Accounts Payable,HONEY,BUCKET PORTA POTTY SERVICE,60.00,N
4,2025,check,92806,04/10/2025,Open,Accounts Payable,IRON,MOUNTAIN OFF-SITE RECORDS STORAGE AND SERVICES,760.14,N
4,2025,check,92807,04/10/2025,Open,Accounts Payable,J & O'S COMMERCIAL TIRE CENTER,ENGINE VALVE STEM,231.71,N
4,2025,check,92808,04/10/2025,Open,Accounts Payable,"JACKSON, DOUGLAS",W. CHESS BASICS MAR 2025,33.00,N
4,2025,check,92809,04/10/2025,Open,Accounts Payable,"JAFFE, SCOT",OPEN CERAMICS MARCH 2025,374.40,N
4,2025,check,92810,04/10/2025,Open,Accounts Payable,"JONES, HIROMI",HATHA YOGA MAR 2025,1032.00,N
4,2025,check,92811,04/10/2025,Open,Accounts Payable,KEL-AIRE,CC KITCHEN AIR MAKE UP UNIT REPLACEMENT,4465.00,N
4,2025,check,92812,04/10/2025,Open,Accounts Payable,KI RESEARCH INSTITUTE AIKIDO,MAR 2025,324.00,N
4,2025,check,92813,04/10/2025,Open,Accounts Payable,"KINSEY, KATHRYNE ANN",BRIDGE MARCH 2025,308.40,N
4,2025,check,92814,04/10/2025,Open,Accounts Payable,"KNORR SYSTEMS, INC.",ACID,2846.07,N
4,2025,check,92815,04/10/2025,Open,Accounts Payable,L.N.,CURTIS & SONS VEST CARRIER,368.23,N
4,2025,check,92816,04/10/2025,Open,Accounts Payable,"LACK, CHRIS",OPEN CERAMICS + INTRO TO HANDBUILDING MAR 2025,674.40,N
4,2025,check,92817,04/10/2025,Open,Accounts Payable,LD PRODUCTS COLOR INK/TONER FOR HP PRINTER IN RC,OFFICE,396.86,N
4,2025,check,92818,04/10/2025,Open,Accounts Payable,Municipal Resource Group LLC WVPP PROJECT - FINAL,PAYMENT,7250.00,N
4,2025,check,92819,04/10/2025,Open,Accounts Payable,NBS,PROFESSIONAL SVCS 4/1-6/30/2025,3009.44,N
4,2025,check,92820,04/10/2025,Open,Accounts Payable,"ODP BUSINESS SOLUTIONS, LLC",SUPPLIES,230.55,N
4,2025,check,92821,04/10/2025,Open,Accounts Payable,OIL,CHANGERS R&R ENG OIL + FILTER,117.63,N
4,2025,check,92822,04/10/2025,Open,Accounts Payable,S.P.,AUTOMOTIVE RECYCLING FLEET SYPPLIES: RETURN HYDRAULIC OIL,145.53,N
4,2025,check,92823,04/10/2025,Open,Accounts Payable,SAN DIEGO POLICE EQUIPMENT CO.,AMMO,10290.63,N
4,2025,check,92824,04/10/2025,Open,Accounts Payable,SSD ALARM INSPECTION,ACCT#339947,660.04,N
4,2025,check,92825,04/10/2025,Open,Accounts Payable,"STERICYCLE, INC.",MEDICAL WASTE,814.36,N
4,2025,check,92826,04/10/2025,Open,Accounts Payable,"T-MOBILE USA, Inc.",INVEST. DATA,2695.00,N
4,2025,check,92827,04/10/2025,Open,Accounts Payable,"TWO BROTHERS POOL & SPA, INC MARCH SERVICE",LIGHTS/PLUMBING,6295.85,N
